standard_id,component_id,description,source
6b385100-d7cc-11e8-824f-0242ac160002,55e4f1c2-5aa5-4231-9e74-f89add6270fa,Apply independent strategies to determine the meaning of unfamiliar words important to comprehension,ai_generated
6b3a995a-d7cc-11e8-824f-0242ac160002,67c1354f-7736-4020-9e54-f57eccb1bffe,Compare treatments of the same historical topic across multiple primary sources,ai_generated
6b3a995a-d7cc-11e8-824f-0242ac160002,7b647994-9947-4c08-b685-dbca09544173,Contrast treatments of the same historical topic across primary and secondary sources,ai_generated
6b3a995a-d7cc-11e8-824f-0242ac160002,a96abd24-5aaf-4de2-8f94-1bf57c94d876,Identify significant differences in how primary and secondary sources present the same event,ai_generated
6b339e61-d7cc-11e8-824f-0242ac160002,2f3274fc-b381-4c10-8057-ae53f11d33e8,Determine the meaning of general academic words and phrases in a grade 5 informational text,ai_generated
6b339e61-d7cc-11e8-824f-0242ac160002,e9ed4ef0-4ca6-4ad2-b8fe-2d1f8ae734a7,Determine the meaning of domain-specific vocabulary in a grade 5 subject-area text,ai_generated
6b339e61-d7cc-11e8-824f-0242ac160002,cc250024-e989-4838-a401-d075d89352a1,Use context to clarify the meaning of unfamiliar words in an informational text,ai_generated
6b979bbb-d7cc-11e8-824f-0242ac160002,e7e51db8-f719-42d2-ac64-9942b37fa07d,Use dialogue to develop characters' experiences or responses to situations in narrative writing,ai_generated
6b979bbb-d7cc-11e8-824f-0242ac160002,1ee07fff-7904-4037-b662-1b56e09ce359,Use descriptions of characters' actions to develop events in a narrative,ai_generated
6b979bbb-d7cc-11e8-824f-0242ac160002,9367e78f-0315-48c5-9d7a-8a095290670a,Use descriptions of characters' thoughts and feelings to show their responses to situations,ai_generated
6b985355-d7cc-11e8-824f-0242ac160002,691db23c-9912-465c-bef9-2e45f0f3104f,Decode words by applying the final -e convention for representing long vowel sounds,ai_generated
6b985355-d7cc-11e8-824f-0242ac160002,10f70a71-7911-4ec3-a90a-7f07be27b42a,Decode words by applying common vowel team conventions for long vowel sounds,ai_generated
6b985355-d7cc-11e8-824f-0242ac160002,15a48b4d-4388-47b1-9f3d-3c203d2ce4a7,Distinguish between long and short vowel sounds in words using final -e and vowel teams,ai_generated
700820e8-6077-4071-8278-4598c6cec98a,5e9e3234-2d10-43b9-a141-55c28ab44b30,"Produce writing with development appropriate to the task, purpose, and audience",ai_generated
700820e8-6077-4071-8278-4598c6cec98a,7a8bd222-e784-43a2-897f-295b6db86fb7,Organize informational or explanatory writing in a manner suited to purpose and audience,ai_generated
700820e8-6077-4071-8278-4598c6cec98a,c2f975c8-cf18-4f11-8957-8496e250a6d0,Select a style and tone in writing that is appropriate to the intended task and audience,ai_generated
6b3714d4-d7cc-11e8-824f-0242ac160002,418bd4f4-5879-4ad2-9706-23ecd8dffa94,Identify structural features of dramatic forms such as soliloquy and their function,ai_generated
6b3714d4-d7cc-11e8-824f-0242ac160002,6f76d523-70c4-4547-b1bc-b707c27f736d,Identify structural features of poetic forms such as the sonnet and their function,ai_generated
6b3714d4-d7cc-11e8-824f-0242ac160002,d1dff697-900e-42d5-9f5a-a377f82109e6,Analyze how a drama's or poem's form or structure contributes to its overall meaning,ai_generated
6b985122-d7cc-11e8-824f-0242ac160002,51f04386-4e7e-4c8f-bcf2-293d683a524b,Isolate the initial phoneme in a spoken single-syllable word,ai_generated
6b985122-d7cc-11e8-824f-0242ac160002,92978d34-d989-414d-a283-76967d9b0073,Isolate the medial vowel sound in a spoken single-syllable word,ai_generated
6b985122-d7cc-11e8-824f-0242ac160002,8fd6033b-3742-4ef4-8a7c-9a2fdeeb5c20,Isolate the final phoneme in a spoken single-syllable word,ai_generated
6b36b465-d7cc-11e8-824f-0242ac160002,f64eb251-d1fc-4aa0-bfdd-ec10dc1a5f5e,Delineate the premises and purposes of arguments in seminal U.S. public advocacy texts,ai_generated
6b36b465-d7cc-11e8-824f-0242ac160002,47eadefc-1587-4723-9229-7f53d857dac0,Evaluate the application of constitutional principles in U.S. Supreme Court opinions,ai_generated
6b36b465-d7cc-11e8-824f-0242ac160002,bd8254aa-8a2f-4b6f-ad25-565c8663951f,Analyze the legal reasoning used in U.S. Supreme Court majority opinions and dissents,ai_generated
6b36b465-d7cc-11e8-824f-0242ac160002,472d6a99-54a4-42d2-9e21-7098182baab1,Assess the validity of arguments presented in seminal presidential or advocacy texts,ai_generated
6b37e4aa-d7cc-11e8-824f-0242ac160002,00a26a50-8f26-4bac-bf9e-49d67bda6968,Identify the central idea or key information from a diverse media source,ai_generated
6b37e4aa-d7cc-11e8-824f-0242ac160002,30d2a2ab-4655-4b09-9212-1f02e8194f53,"Compare information presented across visual, quantitative, and oral formats",ai_generated
6b37e4aa-d7cc-11e8-824f-0242ac160002,4bbd6905-c154-49ec-bb41-b8fc844505a1,Evaluate the credibility and relevance of information from diverse media formats,ai_generated
6b37e4aa-d7cc-11e8-824f-0242ac160002,8d5710b8-5438-4d49-adde-16847637b9df,Integrate information from multiple media sources into a coherent understanding of a topic,ai_generated
f9b591d9-dd67-47a7-8e51-7499ada45f69,6098f8d8-9177-4de6-9cbd-7949c78aa0a2,Determine multiple points of view expressed in social studies sources,ai_generated
f9b591d9-dd67-47a7-8e51-7499ada45f69,5a2ecd21-dbaa-4077-a71e-fb3cf05a84bf,Analyze logical relationships among contributing factors or causes in a source,ai_generated
f9b591d9-dd67-47a7-8e51-7499ada45f69,6e4b4eca-78ab-447f-93d4-de44e474c092,Evaluate the degree of agreement among experts on a social studies explanation,ai_generated
f9b591d9-dd67-47a7-8e51-7499ada45f69,69273442-3bae-496d-a663-a4ee5b1bf40c,Assess the strengths and weaknesses of competing social studies explanations,ai_generated
6b351ca1-d7cc-11e8-824f-0242ac160002,3b783844-2b14-45e1-9c8a-42882b1ca2ac,Identify several relevant sources to investigate different aspects of a research topic,ai_generated
6b351ca1-d7cc-11e8-824f-0242ac160002,71caa561-ab43-42de-9f57-b7ddd29fd521,Synthesize information from multiple sources to build knowledge about a topic,ai_generated
6b351ca1-d7cc-11e8-824f-0242ac160002,93ca1212-5a32-4736-9c2d-ed71026473df,Conduct a short research project investigating distinct aspects of a single topic,ai_generated
6b3a4c89-d7cc-11e8-824f-0242ac160002,055f1069-240a-43d3-a284-4e2d6b8107cc,Plan a piece of writing using prewriting strategies before drafting,ai_generated
6b3a4c89-d7cc-11e8-824f-0242ac160002,0cbd1b62-14f0-4004-815c-afbfbb594626,"Revise a draft to improve clarity, organization, or development of ideas",ai_generated
6b3a4c89-d7cc-11e8-824f-0242ac160002,836d1d0e-e084-4daf-b962-4d1a008b85f1,"Edit a draft to correct errors in grammar, mechanics, and style",ai_generated
6b3a4c89-d7cc-11e8-824f-0242ac160002,8c0224c3-5c0d-44bb-bb27-6c34dd7bf99c,Apply a new approach or rewrite a draft when previous attempts are ineffective,ai_generated
b36d1b23-c87c-43e5-9e2f-3f49d3af3546,1d0126f0-7cb4-4ee4-899a-27a509c291c6,Distinguish between facts and interpretations in informational texts using multimodal resources,ai_generated
b36d1b23-c87c-43e5-9e2f-3f49d3af3546,b238a88c-ee05-4e9a-989b-77f4ce57ccad,Identify what is known versus unknown within a given informational topic,ai_generated
b36d1b23-c87c-43e5-9e2f-3f49d3af3546,730a8822-3cec-4d1a-89e3-1601cea3df12,Recognize explicit and inferred patterns or behaviors in social sciences content,ai_generated
b36d1b23-c87c-43e5-9e2f-3f49d3af3546,6e14cbc7-5d05-4f3d-a44f-069d14149fe9,Interpret relationships among concepts presented in multimodal informational texts,ai_generated
b36d1b23-c87c-43e5-9e2f-3f49d3af3546,5bf3c0fa-f84e-4b0f-b8d7-09215c3d583f,Identify cultural values and interests that contribute to healthy development as presented in sources,ai_generated
5acd151a-9e96-4de0-9cea-4d946ae82e41,1786b13a-9af1-405d-ae9f-968264f8d4e9,Support a claim using evidence gathered from multiple sources,ai_generated
5acd151a-9e96-4de0-9cea-4d946ae82e41,0b0a7a45-8917-4de0-b090-d8541205ad08,Express a perspective clearly within a written or multimodal argument,ai_generated
5acd151a-9e96-4de0-9cea-4d946ae82e41,a8420bde-73f5-432f-8c9d-7ffd545c7699,Connect claims to supporting reasons and opinions to show logical relationships,ai_generated
5acd151a-9e96-4de0-9cea-4d946ae82e41,91f1dde3-57fe-4340-b29e-58431c58691f,Articulate the topic and purpose of an argumentative position using multimodal artifacts,ai_generated
04633587-b440-45f0-abb1-d2e9f7904265,175f9939-6b12-4d98-9df4-d49f56fbf06b,Apply mathematical concepts during interactive exchanges with peers or media,ai_generated
04633587-b440-45f0-abb1-d2e9f7904265,6e16260c-b255-4183-996e-abc00cda1eed,"Compare and contrast concepts of shape, space, and measurement with others",ai_generated
04633587-b440-45f0-abb1-d2e9f7904265,8efec796-2a33-42a7-9c26-7942ca084898,Record data about mathematical attributes and characteristics collaboratively,ai_generated
04633587-b440-45f0-abb1-d2e9f7904265,b6f3b3b7-6e3a-4156-8ac0-5495c0d1ed0d,Generate examples of mathematical patterns and structures through peer interaction,ai_generated
5090afbf-68c9-43ef-b9f7-30adaf871695,3a7c14fb-1708-4849-b223-e99c448abff1,Identify examples of mathematical concepts or representations in others' explanations,ai_generated
5090afbf-68c9-43ef-b9f7-30adaf871695,50db5e88-d588-48e8-b16f-cc3784625eb8,Clarify the steps and decisions peers use to solve mathematical problems,ai_generated
5090afbf-68c9-43ef-b9f7-30adaf871695,1f9d7762-0ca4-4cbc-8759-b000dfe1def7,Analyze the mathematical reasoning behind a peer's problem-solving process,ai_generated
5090afbf-68c9-43ef-b9f7-30adaf871695,602b8e0c-f85a-473f-9071-8e999eec7727,Recognize mathematical models presented in explanations by others,ai_generated
5090afbf-68c9-43ef-b9f7-30adaf871695,4c26535f-cc15-470c-a9cc-41403fa4d6ea,Detect details of mathematical patterns described in multimodal explanations,ai_generated
5bfa237d-e3e0-4642-901f-d6b7bc81c82b,d6b0c646-9457-4963-9fd2-7501f2d0d99f,Identify real-world problems and situations presented in narratives or stories,ai_generated
5bfa237d-e3e0-4642-901f-d6b7bc81c82b,45ccf53a-8098-446e-af7a-837c574ff62e,Recognize emotions associated with situations described by others,ai_generated
5bfa237d-e3e0-4642-901f-d6b7bc81c82b,0b6a660c-1727-4366-b32e-075f9a5f3cad,Interpret the meaning of images and visual representations in shared stories,ai_generated
5bfa237d-e3e0-4642-901f-d6b7bc81c82b,864ebd0e-93c3-4a70-a565-586f7fe21a70,Respond to questions about information shared by peers or in media,ai_generated
72443d7d-492e-4004-93f1-a0932784f684,f3e8b912-3227-436f-b324-2e96ec17b41d,"Recognize the components, order, or causes within a social studies explanation",ai_generated
72443d7d-492e-4004-93f1-a0932784f684,d31166ab-a46c-4ca6-b4c6-19eb8e299444,Identify possible reasons for social or historical events described in sources,ai_generated
72443d7d-492e-4004-93f1-a0932784f684,d06bc5c9-e04e-4cd3-b360-053537e45341,Evaluate social studies concepts connected to a compelling question,ai_generated
72443d7d-492e-4004-93f1-a0932784f684,076b99ed-7099-47d2-b41c-3181c6f32a2f,Generate questions related to social or cultural facts encountered in explanations,ai_generated
32246543-8089-44e4-9685-1a4c76a34d13,97218c2b-a8f6-4c8b-a287-b0a19eea8879,Identify the main topic or subject of a multimodal informational text,ai_generated
32246543-8089-44e4-9685-1a4c76a34d13,27e8d463-9f23-46de-a297-9c280c55232a,Determine the author's stance or posture in a multimodal text,ai_generated
32246543-8089-44e4-9685-1a4c76a34d13,3e42acd9-8e3e-4b14-b38d-a65e8d32fb63,"Identify precise details used to define, describe, compare, or classify topics",ai_generated
32246543-8089-44e4-9685-1a4c76a34d13,b570066b-db9a-40a2-845c-5ba51dfe1ef3,Evaluate the selection of language resources relative to context and audience,ai_generated
32246543-8089-44e4-9685-1a4c76a34d13,73ff5bc8-4bf3-4f21-9cc3-fda27b6b06ae,Reflect on main ideas and supporting details in multimodal informational messages,ai_generated
4b972fd0-03ef-4672-aac1-ff3765188877,b6e4c1bc-5be0-4360-a84c-fd55995309d3,Compare the opinions and reasons expressed by others during discussions,ai_generated
4b972fd0-03ef-4672-aac1-ff3765188877,cbf56ec3-a849-4600-8bd3-7d48994541dd,Advocate for a personal opinion using basic reasoning during peer interactions,ai_generated
4b972fd0-03ef-4672-aac1-ff3765188877,8d06f695-d091-45ed-9816-6cd99f13f1ac,Question the credibility and relevance of information shared by others,ai_generated
4b972fd0-03ef-4672-aac1-ff3765188877,39fda8cd-8c5a-4144-96f3-16422c3740ac,Clarify personal ideas or actions in response to peer feedback,ai_generated
56fcd745-42b3-44e2-9635-9a0cdef9fa01,a933b79c-b74f-4394-bc05-0284bbf01bc7,Compare different ways to use technology to demonstrate learning,ai_generated
56fcd745-42b3-44e2-9635-9a0cdef9fa01,d7f807b5-5f6f-4a62-abbb-e91392ea5d1e,Examine objects or concepts collaboratively with peers or through media,ai_generated
56fcd745-42b3-44e2-9635-9a0cdef9fa01,436a3d9d-3159-47f1-9de5-9a238c7b7349,Clarify the ideas of others during interactive informational exchanges,ai_generated
56fcd745-42b3-44e2-9635-9a0cdef9fa01,8b3d5b53-0cee-413f-b92a-f0a1018fa91a,Share personal learning needs and collaboratively explore possible solutions,ai_generated
dc9dd91a-1360-482a-881a-90340810b11a,70e14f12-be97-4871-b8ca-078b5346eb2e,Clarify complex mathematical entities or concepts during peer interactions,ai_generated
dc9dd91a-1360-482a-881a-90340810b11a,80ad417f-5bcd-414a-a115-7ed4643d084d,"Agree on reasoning and problem-solving strategies, including multicultural approaches",ai_generated
dc9dd91a-1360-482a-881a-90340810b11a,8d8a2f39-10bf-47ab-8382-5a189bee870b,Propose mathematical models to represent relationships during collaborative discussions,ai_generated
dc9dd91a-1360-482a-881a-90340810b11a,1493efd8-2db9-453e-af96-000a5d8b83e7,Compare solutions to real-world and mathematical problems with peers,ai_generated
dc9dd91a-1360-482a-881a-90340810b11a,947dd05f-b95c-4e73-b3a0-2c75cfca7a88,Shift perspective on mathematical situations or representations through dialogue,ai_generated
116668e4-e8dc-48fb-b589-728588bace3a,2b6ea686-30bd-4a26-8e30-b24178fde36a,Describe lived experiences and prior learning using multimodal artifacts,ai_generated
116668e4-e8dc-48fb-b589-728588bace3a,d85a86c2-5aff-4587-bd5e-6d2c2b636566,Summarize what others have shared in a narrative or story context,ai_generated
116668e4-e8dc-48fb-b589-728588bace3a,b7d58f1c-dca7-4c9a-8eed-78b59af85ea9,Communicate situations that generate emotions using expressive multimodal resources,ai_generated
116668e4-e8dc-48fb-b589-728588bace3a,b930fa3c-5314-4472-aaa3-35d457f4e7ca,Describe connections to social environments by personalizing narrative contexts,ai_generated
6cd50fac-03c6-452b-ab70-b0f166574569,cce0a792-a76d-46dc-8402-ad8c33d3b0a1,"Identify appropriate data, properties, or theorems for solving a given problem",ai_generated
6cd50fac-03c6-452b-ab70-b0f166574569,d118fde1-6dcb-44c9-a44a-be350a173a25,Define relationships between mathematical quantities to reach a conclusion,ai_generated
6cd50fac-03c6-452b-ab70-b0f166574569,7b1c40f8-d833-4eed-9add-f7351eed9a2f,Deduce the reasoning used to generate a mathematical solution,ai_generated
6cd50fac-03c6-452b-ab70-b0f166574569,d54c9e7d-3c44-4433-9b2a-52021192b21c,Interpret how tools or technology are used to visualize or deepen mathematical concepts,ai_generated
6cd50fac-03c6-452b-ab70-b0f166574569,2abafda0-68d2-4b26-a028-914c5d8abb03,Determine solutions by interpreting mathematical explanations presented by others,ai_generated
fe5a76eb-477a-40e9-80f9-3ea2eb53c9be,a1f9ab1e-d224-4d57-a9bb-8b8233782c2e,Connect social studies concepts to personal daily-life situations in a narrative,ai_generated
fe5a76eb-477a-40e9-80f9-3ea2eb53c9be,ded50172-b7d0-44bb-8725-d50803db82f2,Create narratives that present multiple points of view on a social studies concept,ai_generated
fe5a76eb-477a-40e9-80f9-3ea2eb53c9be,364e5a39-0248-4258-9cc2-e66e62fc4285,Communicate evidence-based opinions and conclusions about social studies facts,ai_generated
fe5a76eb-477a-40e9-80f9-3ea2eb53c9be,fed50591-0a9a-4a27-ab88-467659a6bc8a,Describe relationships between social studies concepts and other academic disciplines,ai_generated
a63390f6-c435-4d53-93df-ba0cce25aab8,4e92fae6-4b6d-4dce-816e-192daef6c9d2,Identify relevant details in visual or multimodal social studies sources,ai_generated
a63390f6-c435-4d53-93df-ba0cce25aab8,57a7c2b2-b2cf-474c-ba13-51b9d82a9458,Define attributes and characteristics of social studies artifacts,ai_generated
a63390f6-c435-4d53-93df-ba0cce25aab8,db4f699b-e39e-42d2-90b6-86ca9ad2724d,Identify personal rights and responsibilities presented in informational sources,ai_generated
a63390f6-c435-4d53-93df-ba0cce25aab8,942c1b0c-d3a6-4f0a-bd22-707d067587ac,Respond to supporting questions appropriate for social studies exploration,ai_generated
f67a6e43-a24a-4e87-b8de-5dd83d0f82c0,f4ec4b7b-d497-40d6-ad79-57f30558653c,Discuss mathematical concepts or representations with peers using multimodal artifacts,ai_generated
f67a6e43-a24a-4e87-b8de-5dd83d0f82c0,949b582c-f503-4f47-b9e8-5b2e72ebf123,Construct reasoning that leads to a mathematical solution through peer dialogue,ai_generated
f67a6e43-a24a-4e87-b8de-5dd83d0f82c0,06a914d6-b06e-4bb7-86d3-7fada9783e22,Ask and answer questions about details of mathematical patterns with others,ai_generated
f67a6e43-a24a-4e87-b8de-5dd83d0f82c0,a2264b43-58ee-43ad-9828-ffcc0a747266,Defend the application of a mathematical thinking strategy during peer interaction,ai_generated
f67a6e43-a24a-4e87-b8de-5dd83d0f82c0,66a7c2cd-3de1-4df8-8ec8-add0773db0a8,Create mathematical models collaboratively through interactive explanations,ai_generated
584498c5-ba99-42e6-8c0e-e5453425ab39,4c3fe73f-62c4-4ca0-8653-8f1759ea96d6,Describe the steps and processes followed during a learning experience,ai_generated
584498c5-ba99-42e6-8c0e-e5453425ab39,2bddd29d-039e-4bce-9f70-84a922e0fd18,Explain the causes and consequences of changing variables or circumstances,ai_generated
584498c5-ba99-42e6-8c0e-e5453425ab39,cbf2dfaf-3613-4b11-ba45-ac569a0f1e03,"Communicate cycles, sequences, and procedures using multimodal artifacts",ai_generated
584498c5-ba99-42e6-8c0e-e5453425ab39,b910144b-8ffb-495a-9270-a391dd7c56aa,Provide feedback that deepens awareness of factors contributing to particular outcomes,ai_generated
584498c5-ba99-42e6-8c0e-e5453425ab39,035dac55-b012-41ff-8a9a-c15906562d14,Detail the effects and consequences of decisions made in a given context,ai_generated
5367980a-d98e-487e-b95f-27c94d988790,fecf3d8c-e81a-43fa-8a97-dc2c3162647c,Infer the opinions of others using multimodal artifacts and linguistic repertoire,ai_generated
5367980a-d98e-487e-b95f-27c94d988790,9b065809-e3e4-4683-b1f9-d03368ad5493,Identify reasons behind others' opinions expressed in bilingual multimodal texts,ai_generated
5367980a-d98e-487e-b95f-27c94d988790,d67832d1-f759-4803-8397-d05905311aeb,"Analyze the accuracy, credibility, and relevance of information from multiple sources",ai_generated
5367980a-d98e-487e-b95f-27c94d988790,c535a77c-97a8-47df-8e17-44e3b237b272,Adjust personal opinions based on new information or peer feedback,ai_generated
5367980a-d98e-487e-b95f-27c94d988790,fac2f2bc-62e4-4c38-aa45-0d08cb609aa5,Evaluate how engagement and practice influence one's own language learning progress,ai_generated
e4454642-f60d-4302-bc3e-e11e8eb969db,9baba8fb-feba-49b0-a4e9-39639ccd0f0c,Recognize scientific observations and phenomena described in multimodal communications,ai_generated
e4454642-f60d-4302-bc3e-e11e8eb969db,c9f75afe-cb4a-4257-87c6-2841765f7bb2,Perceive neutrality or objectivity in scientific texts and multimodal sources,ai_generated
e4454642-f60d-4302-bc3e-e11e8eb969db,b7901202-32e6-431b-b8c7-84fd91f59a10,"Elucidate scientific processes, concepts, or theories from complex informational texts",ai_generated
e4454642-f60d-4302-bc3e-e11e8eb969db,406c2180-c2ea-4bef-84c1-74b0585b143e,Determine the relevance of data presented in scientific investigations,ai_generated
e4454642-f60d-4302-bc3e-e11e8eb969db,6955c33c-4260-492a-b491-5912edb19d0d,Evaluate the utility of different scientific models for explaining natural phenomena,ai_generated
213605bb-4656-4fe6-ae45-15caa030d17c,5977400b-0444-454e-862d-61de51d93d0f,Propose an intended audience based on narrative context and purpose,ai_generated
213605bb-4656-4fe6-ae45-15caa030d17c,4a720c63-f0ff-4da0-b121-cfa25061067f,Collaborate with others to develop characters and their relationships in a story,ai_generated
213605bb-4656-4fe6-ae45-15caa030d17c,92775383-e129-4b88-b1ec-339e846a9622,Compare perspectives on multicultural and translinguistic narrative texts,ai_generated
213605bb-4656-4fe6-ae45-15caa030d17c,41d78bce-382c-4f8c-994e-e7d59176e78e,Articulate story ideas by building on others' contributions about complex bilingual multimodal texts,ai_generated
213605bb-4656-4fe6-ae45-15caa030d17c,ec90d3af-9c03-4b72-9986-4120eff40adf,"Co-construct story themes, complications, and event sequences with peers",ai_generated
d48bd4f2-a1e4-40c3-b6ef-47caf96cb175,3e3462ed-f037-4098-affe-5030251d16af,Share mathematical solutions using multimodal artifacts and linguistic resources,ai_generated
d48bd4f2-a1e4-40c3-b6ef-47caf96cb175,853ba3a5-b617-4937-9af7-1fb34f5860cf,Compare reasoning about numbers and quantities with peers,ai_generated
d48bd4f2-a1e4-40c3-b6ef-47caf96cb175,a7db56fb-c583-45d6-b862-62cb032808a1,Decide whether mathematical solutions make sense through collaborative discussion,ai_generated
d48bd4f2-a1e4-40c3-b6ef-47caf96cb175,f8c5deb5-1b10-469d-a3b1-5c5c4d212de4,Compare and contrast patterns observed in mathematical models with others,ai_generated
d48bd4f2-a1e4-40c3-b6ef-47caf96cb175,c6a6f182-de37-437f-999c-cef3efacbc75,Propose mathematical processes for solving problems during peer interactions,ai_generated
f4f60496-dfca-4b56-91c9-6f2960839acf,0207dfee-08e4-4edb-b3c7-51b1a1fa705f,Identify responsibilities and actions that support personal autonomy in narratives,ai_generated
f4f60496-dfca-4b56-91c9-6f2960839acf,6d017c4d-0a12-4e41-8ff6-c7c87f151ce7,Recognize the effects of different emotions depicted in stories and images,ai_generated
f4f60496-dfca-4b56-91c9-6f2960839acf,afab7ffb-699c-4529-aa21-bc988de83d43,Analyze images and visual representations in stories to construct meaning,ai_generated
f4f60496-dfca-4b56-91c9-6f2960839acf,5fed0d87-911b-40d1-b293-9b1c181ef2cd,Reflect on personal experiences and prior learning in response to shared narratives,ai_generated
f4f60496-dfca-4b56-91c9-6f2960839acf,ac5d719b-d9a2-4750-9267-32085419a009,Determine likely story endings or next steps based on narrative interpretation,ai_generated
42dd9714-4af3-4ea9-9e36-33b2596cee37,83632350-715b-4ce2-9870-a1333ee196cf,Orient an audience to narrative context and point of view using multimodal resources,ai_generated
42dd9714-4af3-4ea9-9e36-33b2596cee37,bed5ee93-2414-4f90-8c96-1b8ad4b43cef,Develop and describe characters and their relationships within a narrative,ai_generated
42dd9714-4af3-4ea9-9e36-33b2596cee37,c81d5920-3639-44ba-8a70-fbccda1a5715,"Formulate story plots with complications, resolutions, and temporal sequences of events",ai_generated
42dd9714-4af3-4ea9-9e36-33b2596cee37,65fdd368-5cf7-4d2e-9e83-02b22e873fc6,Create a sense of place or character personality through descriptive language and multimodal elements,ai_generated
42dd9714-4af3-4ea9-9e36-33b2596cee37,f858ed4e-5162-46ca-813a-d58bcc8faad3,Connect ideas and event sequences to create cohesion and clarify relationships in a narrative,ai_generated
f7cfb16c-f3bc-42f9-8beb-4750fafad2d4,a42758ae-4d2b-48f3-a7c2-476f3bb3ad3c,Distinguish relevant information that supports claims with evidence from multiple sources,ai_generated
f7cfb16c-f3bc-42f9-8beb-4750fafad2d4,85e322ad-66f7-4ef6-99b0-3515f6d9e6f8,Identify the topics and purposes of a position presented in social studies texts,ai_generated
f7cfb16c-f3bc-42f9-8beb-4750fafad2d4,5f256019-e88c-4201-945e-e7f649ea89a5,Recognize different perspectives embedded in arguments about social studies content,ai_generated
f7cfb16c-f3bc-42f9-8beb-4750fafad2d4,36857f3a-4c45-4486-a497-108dd064a06b,Evaluate the claims and evidence presented in proposals or position texts,ai_generated
f7cfb16c-f3bc-42f9-8beb-4750fafad2d4,32c9dd44-6acf-493f-ad2b-292ed39ae760,Form claims supported by reasons and opinions drawn from interpreted arguments,ai_generated
454ad695-1a86-4de4-9916-9b3d7cb9d767,5d1e106e-9b9f-47ae-9e28-37efb1d16cc3,Orient an audience to the narrative context using multimodal and bilingual resources,ai_generated
454ad695-1a86-4de4-9916-9b3d7cb9d767,75084793-69f5-4275-b397-93fb7a7ff74e,Develop and describe characters and their relationships within an original narrative,ai_generated
454ad695-1a86-4de4-9916-9b3d7cb9d767,728fdc27-5a4c-42a7-aaef-fff55d511bb9,"Construct a story with a theme or problem, resolution, and sequence of events",ai_generated
454ad695-1a86-4de4-9916-9b3d7cb9d767,6cae4ed5-4561-407c-812d-4c59f1a6f2df,Connect oral and written stories across multicultural and translinguistic texts,ai_generated
454ad695-1a86-4de4-9916-9b3d7cb9d767,a81d6cf6-1999-45a7-a288-1084c306233f,Adapt narrative expression to engage a specific audience,ai_generated
0075d983-cc76-4046-a255-9d54e01e2562,88f601f3-9f50-46bd-b7d2-2e421aae00fa,Illustrate personal mathematical thinking using multimodal artifacts and linguistic resources,ai_generated
0075d983-cc76-4046-a255-9d54e01e2562,8b756522-f8db-4aaf-87e2-5666d0dd7434,Describe the steps or data used to solve a mathematical problem,ai_generated
0075d983-cc76-4046-a255-9d54e01e2562,f171bc66-057f-4551-a884-d8d701c2dc89,Indicate the reasoning used to generate original or alternative mathematical solutions,ai_generated
0075d983-cc76-4046-a255-9d54e01e2562,eee92f49-1753-429e-acf8-abb312b05d0b,Elaborate questions about mathematical problems to deepen understanding,ai_generated
0075d983-cc76-4046-a255-9d54e01e2562,6d80ff7a-59fc-4ff2-a89a-d1020b42989d,Propose starting points for solving mathematical problems,ai_generated
2d34e38a-0cea-4ca7-b009-ded5b6f52ba9,c80fc8c2-08d2-4ea8-8b0d-eb63ecdb917d,Share examples of real-world problems and situations using personal and peer experiences,ai_generated
2d34e38a-0cea-4ca7-b009-ded5b6f52ba9,b3a903f7-0366-49c8-8405-f321e04721da,Discuss situations that generate different emotions with peers and through media,ai_generated
2d34e38a-0cea-4ca7-b009-ded5b6f52ba9,685516a0-eda5-4a7b-810d-d0938420d3aa,Analyze the meanings of images and representations in shared narratives,ai_generated
2d34e38a-0cea-4ca7-b009-ded5b6f52ba9,8d1669f2-6f1a-4815-bb33-819574c38920,Connect personal experiences to what others share during collaborative storytelling,ai_generated
2d34e38a-0cea-4ca7-b009-ded5b6f52ba9,eb0d5fda-f33e-4ebe-a539-69e89ff6a068,Expand on others' ideas during interactive discussions about narratives,ai_generated
9bd3aa86-3e82-4c96-ba45-49ed0f444373,748d88ea-d326-427d-897e-683dd88d608a,Analyze observations and evidence about a scientific phenomenon with peers,ai_generated
9bd3aa86-3e82-4c96-ba45-49ed0f444373,df4cefda-acf5-4541-932f-5072e1eb188d,Question relationships between evidence and claims in scientific explanations,ai_generated
9bd3aa86-3e82-4c96-ba45-49ed0f444373,d348ec3e-f162-4563-ae9d-094331ffe17b,Propose multiple solutions to scientific problems through collaborative discussion,ai_generated
9bd3aa86-3e82-4c96-ba45-49ed0f444373,34dc0826-e476-42ca-8b63-ca54f041f934,Discuss approaches to data analysis in scientific investigations with others,ai_generated
9bd3aa86-3e82-4c96-ba45-49ed0f444373,f945dfa2-f9e7-4dab-84eb-fa50426ea783,Develop scientific models related to natural systems and phenomena collaboratively,ai_generated
559c8544-a69b-42f5-ae9a-75c6caee6656,062179d1-4b30-4e5a-bc93-b768d0af50ce,Deduce the intended audience and multiple points of view from complex narrative texts,ai_generated
559c8544-a69b-42f5-ae9a-75c6caee6656,1618b15c-9a34-4598-9c83-bcb5b3442446,Analyze characters and their attitudes across a series of experiences or events,ai_generated
